segmentid,index,ref,KO,SP
S-SS-SL-02-0192,192,A,많은 목격자들이 그가 카페의 모든 사람들을 다 죽였다고 말하는데도피고소인은 그가 아무도 죽이지 않은 것처럼 진술했습니다.,El acusado ha declarado igual que si no hubiera matado a nadie aunque muchos testigos dijeron que él mató a todas las personas en la cafetería.
,,A',,
S-SS-SL-02-0193,193,A,당신이 편한하게 느낄수 있게끔 집을 꾸며보았어요.,"He decorado la casa, de modo que usted se sienta bien."
,,A',,
S-SS-SL-02-0194,194,A,내 목숨에 위험을 느껴 나는 나를 숨기기로 결정했다.,"Temo por mi vida, de modo que he decidido ocultarme."
,,A',,
S-SS-SL-02-0195,195,A,네 여자친구가 근처에 사니까 너를 자주 보러 오겠다.,"Tu novia vive cerca, de manera que vendrá a visitarte a menudo."
,,A',,
S-SS-SL-02-0196,196,A,그 식당을 예약할 수 있게 하기 위해 저녁 식사를 바꿨습니다.,"He cambiado el horario de la cena, de manera que puedan reservar en ese restaurante. "
,,A',,"Cambié el horario de la cena, de manera que puedan reservar en ese restaurante. "
S-SS-SL-02-0197,197,A,그 식품은 진공 포장 되었기에 더 많은 시간동안 보관할 수 있습니다.,Los alimentos están envasados al vacío de forma que se conservan por más tiempo.
,,A',,
S-SS-SL-02-0198,198,A,아무도 그 소식에 관한 중요한 서류들을 보지 못하게 방문을 열쇠로 세번이나 잠궜어요.,"Cerró la puerta de la habitación tres veces con llave, de forma que nadie pudiera encontrar los documentos fundamentales de esa noticia. "
,,A',,
S-SS-SL-02-0199,199,A,저는 이미 그 사건에 대한 모든 진실을 다 말했으니 저에게 더 요청하지 마세요.,"Ya te he dicho toda la verdad de ese asunto, así que no insistas por favor."
,,A',,
S-SS-SL-02-0200,200,A,1732년에 일어난 전쟁에 관한 새로운 이론이 발견되었습니다. 그래서 그 역사지구에 대한 설명을 수정할 필요가 있어요.,"Se ha descubierto la nueva teoría de la guerra de 1732. Por todo ello, es necesario modificar la descripción actual de las zonas históricas. "
,,A',,
S-SS-SL-02-0201,201,A,나는 프랑스어를 못해서 그 책을 읽기 위해 구글 번역기가 필요해요.,"No sabe nada de francés, por eso necesito el Traductor de Google para leer esa novela.  "
,,A',,
S-SS-SL-02-0202,202,A,내 딸은 아직 산타할아버지를 무서워해서 크리스마스를 좋아하지 않아요.,"Mi niña todavía tiene mucho miedo de Papá Noel, por lo tanto no le gusta la Navidad. "
,,A',,
S-SS-SL-02-0203,203,A,변호사의 호소는 근거가 없어서 기각될겁니다.,"La apelación del abogado no sostiene la causa, por lo cual será denegada."
,,A',,
S-SS-SL-02-0204,204,A,각 자치구의 대표단들이 합의에 이르지 못했기 때문에 다시 협상을 해야합니다.,"No llegaron a un acuerdo en el consejo territorial autonómico, por consiguiente, tendrán que renegociarcon."
,,A',,
S-SS-SL-02-0205,205,A,나는 후안을 좋아해서 그와 함께 갈거야.,"Yo quiero a Juan, conque iré con él. "
,,A',,
S-SS-SL-02-0206,206,A,너는 너무 똑똑해서 모든 언어시험을 다 합격했구나.,Eres tan inteligente que has aprobado todos los examenes de idiomas.
,,A',,
S-SS-SL-02-0207,207,A,그 남자는 돈이 진짜 많아서 사업을 6개나 운영해요.,Este chico tiene tanto dinero que está montando más de 6 negocios.
,,A',,
S-SS-SL-02-0208,208,A,나는 너무 많이 공부해서 머리가 아프다.,He estudiado tanto que tengo mucho dolor de cabeza.
,,A',,
S-SS-SL-02-0209,209,A,Jorge는 굉장히 많은 일을 해서 부자입니다.,Jorge tenía tal trabajo que era rico.
,,A',,
S-SS-SL-02-0210,210,A,그는 너무 화가 나서 아무도 그를 진정시키지 못했어요.,Tenía un enfado tal que nadie pudo tranquilizarlo.
,,A',,
S-SS-SL-02-0211,211,A,제발 사람이 엄청 많아서 우리가 못들어가길!,¡Ojalá haya tanta gente que no podamos entrar!
,,A',,
S-SS-SL-02-0212,212,A,그 순간이 오면 다른 사람들이 들을 수 있게 소리를 많이 질러라.,"Cuando llegue el momento, grita mucho tanto que alguien te oiga. "
,,A',,
S-SS-SL-02-0213,213,A,뭘 해야할지 모를 정도로 많지 않다.,No es tanto que no sepa lo que tiene que hacer.
,,A',,
S-SS-SL-02-0214,214,A,사람들이 너무 많아서 아마 입장표가 다 팔렸을거야.,Hay tanta gente que posiblemente no queden entradas ya.
,,A',,
S-SS-SL-02-0215,215,A,5년 넘게 중국어를 공부했음에도 불구하고 말할줄을 몰라요.,"Aunque estudié chino más de cinco años, no sé hablarlo. "
,,A',,
S-SS-SL-02-0216,216,A,나는 중국어를 잃어버렸지만 그래도 나중에 다시 공부할거에요.,"Aunque se me olvidara el chino, volveré a estudiarlo luego. "
,,A',,
S-SS-SL-02-0217,217,A,나는 등록을 하지 않았지만 강의를 들을 수 있어요.,"Aunque no haya hecho la inscripción, puedo asistir a la clase."
,,A',,"Aunque no haya hecho la inscripción, puedo tomar la clase."
S-SS-SL-02-0218,218,A,두꺼운 외투를 가지고 갔음이도 불구하고 밤새 추위에 떨었어요.,"A pesar de que llevé un abrigo muy grueso, tuve frío toda la noche."
,,A',,
S-SS-SL-02-0219,219,A,그 경고에도 불구하고 나는 위험을 감수하기로 했습니다.,"A pesar de la advertencia, decidí correr el riesgo. "
,,A',,
S-SS-SL-02-0220,220,A,품질이 별로 좋지 않지만 그래도 나는 똑같은 메이커를 계속 구매하는 경향이 있어요.,Tienden a comprar siempre la misma marca aun cuando no tenga buena calidad.
,,A',,
S-SS-SL-02-0221,221,A,재정 위기에도 불구하고 작년 우리 회사의 재정 상황은 안정적이었어요.,La situación financiera de mi empresa estuvo estable el año pasado pese a la crisis financiera.
,,A',,
S-SS-SL-02-0222,222,A,날씨가 좋지 않았지만 지난 주말을 우리는 엄청 잘 보냈어요.,Disfrutamos mucho el fin de semana pese a que no hizo buen tiempo.
,,A',,
S-SS-SL-02-0223,223,A,엄청 많이 시도했음에도 불구하고 부모님을 설득하는건 불가능했어요.,Pero por más que lo intenté no fue posible persuadir a mis padres.
,,A',,Pero por más que lo intenté no fue posible convencer a mis padres.
S-SS-SL-02-0224,224,A,네가 나에게 잘못한게 많음에도 불구하고 나는 너를 위해 이걸 했어.,"Por mucho que me culpes, esto lo hice por ti. "
,,A',,
S-SS-SL-02-0225,225,A,네가 너무 똑똑함에도 불구하고 그 경연에서 우승하긴 쉽지 않을거야.,"Por muy listo que sea, no será fácil ganar el concurso. "
,,A',,
S-SS-SL-02-0226,226,A,저축을 조금 했지만 그래도 나는 휴가를 갈거에요.,"Por poco que ahorre, podré irme de vacaciones. "
,,A',,
S-SS-SL-02-0227,227,A,목숨이 위험하지만 그래도 그는 너를 도왔어.,Te ayudó aun a riesgo de exponer su vida.
,,A',,
S-SS-SL-02-0228,228,A,돈을 다 잃을 위험에도 불구하고 우리는 카지노에서 도박을 했어요.,"Aun a riesgo de que perdiéramos todo el dinero, apostamos en el casino. "
,,A',,
S-SS-SL-02-0229,229,A,네가 나에게 그걸 말했음에도 불구하고 나는 그걸 안할거다.,No lo haré por que tú me lo digas.
,,A',,
S-SS-SL-02-0230,230,A,마지막이더라도 부탁을 좀 들어줘.,"Haz este favor, siquiera sea el último"
,,A',이게 마지막일테니 부탁을 좀 들어줘,"Haz este favor, aunque sea el último"
S-SS-SL-02-0231,231,A,내키지 않더라도 축제에 갈 것이다.,Iremos a la fiesta mal que le pese.
,,A',힘들더라도 축제에 갈 것이다.,Iremos a la fiesta aunque le pese.
S-SS-SL-02-0232,232,A,24시간 내내 공부하진 않았지만 시험에 붙을거다.,"Ni estudiando 24 horas, aprobaré el examen. "
,,A',,
S-SS-SL-02-0233,233,A,말을 해도 얻는게 없을 거에요.,Ya pueden hablar que no van a conseguir nada.
,,A',,Aunque hablen no van a conseguir nada.
S-SS-SL-02-0234,234,A,아무것도 이루지 못할거란걸 알지만 그래도 그를 설득할 시도를 했다.,Intentó convencerlo a sabiendas de que no conseguiría nada.
,,A',,Intentó convencerlo aunque sabía que no conseguiría nada.
S-SS-SL-02-0235,235,A,실업률이 줄었음에도 불구하고 인플레이션은 증가했다.,"Si bien ha descendido el paro, ha subido la inflación. "
,,A',,"Aunque ha descendido el paro, ha subido la inflación. "
S-SS-SL-02-0236,236,A,내가 그렇게 경고 했는데도 너는 그 여자랑 갔구나.,Te fuiste con esta chica y mira que te lo advertí.
,,A',,Te fuiste con esta chica y eso que te lo advertí.
S-SS-SL-02-0237,237,A,열이 나서 학교에 가지 않았어요.,No fui a la escuela porque tenía fiebre.
,,A',,
S-SS-SL-02-0238,238,A,지각을 해서 그는 해고됐어요.,Lo echaron del trabajo por llegar tarde.
,,A',지각을 해서 그는 짤렸어요.,Lo despidieron del trabajo por llegar tarde.
S-SS-SL-02-0239,239,A,너무 피곤했어서 그는 그때 자러 갔어요.,"Como estaba cansado, se fue a dormir en ese momento. "
,,A',,
S-SS-SL-02-0240,240,A,비가 와서 나는 집에 있기로 했어요.,"Ya que llueve, me quedo en casa. "
,,A',,"Como llueve, me quedo en casa."
S-SS-SL-02-0241,241,A,내가 네 회사의 사장이니까 나를 좀 더 정중하게 대하기 시작하는게 좋을거야.,"Más te vale empezar a tratarme con respeto, dado que soy jefe de tu empresa. "
,,A',,"Más te vale empezar a tratarme con respeto, porque soy jefe de tu empresa."
S-SS-SL-02-0242,242,A,수치가 많이 변화해서 그 일이 되게 어려워.,"Este trabajo es muy difícil, puesto que las cifras pueden variar mucho."
,,A',,"Este trabajo es muy difícil, porque que las cifras pueden variar mucho."
S-SS-SL-02-0243,243,A,그날 밤에 너 덕에 집에 돌아갈수 있었어.,"Aquella noche pude volver a casa, gracias a ti."
,,A',,
S-SS-SL-02-0244,244,A,정부가 허가해줘서 이 프로젝트는 이제 완전히 가능해요.,"Este proyecto es totalmente posible, gracias a que el gobierno lo permite."
,,A',,
S-SS-SL-02-0245,245,A,경제적인 압박 탓에 그는 교육을 받을 수 없습니다.,No tiene posibilidades de educación por culpa de la opresión económica.
,,A',,
S-SS-SL-02-0246,246,A,네가 늦게와서 우리는 시간을 많이 낭비했어.,"Por culpa de que has llegado tarde, hemos perdido tiempo. "
,,A',,
S-SS-SL-02-0247,247,A,내가 공부를 조금해서 나 지금 너무 긴장돼.,"A causa de que he estudiado poco, estoy muy nerviosa ahora. "
,,A',,
S-SS-SL-02-0248,248,A,부모님의 압박 때문에 약간의 불안감을 느껴요.,Siento un poco de ansiedad debido a la presión de mis padres.
,,A',,
S-SS-SL-02-0249,249,A,하지만 이건 기술이 많이 발전하지 않았기 때문이다.,Pero esto es debido a que la tecnología no se ha desarrollado mucho.
,,A',,
S-SS-SL-02-0250,250,A,너는 노력 없이 그리고 의지도 없이 성공해냈네.,Tú logras tener éxito sin esfuerzo y no por fuerza de voluntad.
,,A',,
S-SS-SL-02-0251,251,A,수업에 안간건 클럽에 가서 그런게 아니라 아파서 그런거었어.,"No vine a la clase, pero no es que me fuera a discoteca sino que estaba enfermedad. "
,,A',,
S-SS-SL-02-0252,252,A,우리 모두 여기 모였으니 이리 와.,"Ven, que estamos aquí reunidos todos. "
,,A',,
S-SS-SL-02-0253,253,A,나는 우유를 사러 마트에 갔다.,Voy al mercado para comprar leche.
,,A',,
S-SS-SL-02-0254,254,A,네가 네 아이들을 데리러 갈수 있게 내가 내 차를 빌려줄게.,Voy a prestarte mi coche para que puedas recoger a tus niños.
,,A',,
S-SS-SL-02-0255,255,A,정부는 이중 노력을 피하기 위해 난민을 통제하는 많은 정책을 실행해 왔습니다.,El gobierno ha tomado muchas medidas de control para los refugidos a fin de evitar esfuerzos duplicados.
,,A',,El gobierno ha tomado muchas medidas de control para los refugidos para evitar esfuerzos duplicados.
S-SS-SL-02-0256,256,A,내가 너에게 모든걸 설명할 수 있게 안에 들어가게 해줘.,"Por favor, dejáme entrar a fin de que pueda explicarte todo. "
,,A',,"Por favor, dejáme entrar para que pueda explicarte todo. "
S-SS-SL-02-0257,257,A,이 과정들은 AI 국가 자격증을 취득하기 위해 수강 될 것입니다.,Estos cursos se utilizarán con el fin de obtener el certificado nacional de IA.
,,A',,Estos cursos se utilizarán para obtener el certificado nacional de IA.
S-SS-SL-02-0258,258,A,우리가 오류들을 수정할 수 있게 모든 오류들을 표시해줘.,Señala todo los errores con el fin de que podamos corregirlos.
,,A',,Señala todo los errores para que podamos corregirlos.
S-SS-SL-02-0259,259,A,잘못된 정보를 수정하기 위해 웹사이트에 접속하세요.,Conéctese al sitio web con el objeto de corregir la información falsa.
,,A',,Conéctese al sitio web con para corregir la información falsa.
S-SS-SL-02-0260,260,A,다양한 이해 관계가 있다면 모두가 동등한 변론을 하기 위해 변호인의 수를 늘릴 수 있는 권리가 있습니다.,Si tuviesen intereses diversos tendrán derecho a aumentar el número de abogados con el objeto de que todas las partes tengan igual representación.
,,A',,Si tuviesen intereses diversos tendrán derecho a aumentar el número de abogados para que todas las partes tengan igual representación.
S-SS-SL-02-0261,261,A,그 시대의 문학 사조를 찾기 위해 책들을 읽어라.,Lee con el propósito de encontrar tendencias literarias de esa época.
,,A',,Lee para encontrar tendencias literarias de esa época.
S-SS-SL-02-0262,262,A,선진국이 전쟁을 치르고 있는 국가들을 돕기 위한 다양한 정상회담이 이뤄졌다.,"Se han organizado varias cumbres, con el propósito de que los países desarrollados ayuden a los países en guerra. "
,,A',,"Se han organizado varias cumbres, para que los países desarrollados ayuden a los países en guerra. "
S-SS-SL-02-0263,263,A,새로운 삶을 시작 하기 위한 목적으로 많은 사람들이 미국으로 이주합니다.,Algunos se mudan a EEUU con la intención de comenzar una nueva vida.
,,A',,Algunos se mudan a EEUU para comenzar una nueva vida.
S-SS-SL-02-0264,264,A,사실 탈출한 사람들은 그들을 절대 못 발견하게끔 배 안에 숨어있었어요.,"En realidad, los huídos fueron escondidos en el barco con la intención de que nunca fueran encontrado."
,,A',,"En realidad, los huídos fueron escondidos en el barco para que nunca fueran encontrado."
S-SS-SL-02-0265,265,A,나는 카스티야어와 발렌시아어의 차이를 연구하기 위해 발렌시아에 왔습니다.,He venido a Valencia a investigar las diferencias entre castellano y valenciano.
,,A',,He venido a Valencia para investigar las diferencias entre castellano y valenciano.
S-SS-SL-02-0266,266,A,나는 내 아이들이 발렌시아에서 적응하는데 어려움을 겪어 여기에 왔습니다.,He venido a Madrid a que mis hijos tengan más oportunidades de trabajo.
,,A',,
S-SS-SL-02-0267,267,A,모두가 이 문제를 이해할 수 있게끔 말해라.,"Habla, que todo el mundo comprenda el problema. "
,,A',,
S-SS-SL-02-0268,268,A,내 아이들이 더 나은 미래를 꿈꿀 수 있게 나는 일을 열심히 했어요.,He trabajado mucho por que mis hijos tengan un futuro mejor.
,,A',,He trabajado mucho para que mis hijos tengan un futuro mejor.
S-SS-SL-02-0269,269,A,비가 안오더라도 올지도 모르니까 우산을 가져가.,Llévate el paraguas no sea que llueva.
,,A',비가 올지도 모르니까 우산 가져가.,
S-SS-SL-02-0270,270,A,비가 안오더라도 올지도 모르니까 우산을 가져갔다.,Me llevé el paraguas no fuera que lloviera.
,,A',비가 올지도 모르니까 우산 가져갔다.,
S-SS-SL-02-0271,271,A,아직 그가 아무것도 모를테니 조심해.,"Cuidado, no vaya a ser que él todavía no sepa nada aún."
,,A',,
S-SS-SL-02-0272,272,A,그는 생각했던거보다 더 일찍 예정되어 있을수 있으니 세션 시작을 확인했다.,"Compruebe la hora de inicio de la sesión, no fuera a ser que estuviera programada para antes el mismo día, especialmente si usted y el organizador tienen zonas horarias distintas."
,,A',,
S-SS-SL-02-0273,273,A,너를 행복하게 하기 위해 나는 그걸 할거야.,Lo haré con tal de que seas feliz.
,,A',,
S-SS-SL-02-0274,274,A,내가 논문 작성을 마쳤을 때 교수님이 나에게 선물을 줬어요.,"Cuando acabé de escribir mi tesis, mi profesor me hizo un regalo. "
,,A',,
S-SS-SL-02-0275,275,A,내 손자가 태어나면 나는 내 딸이 사는 동네로 이사갈거에요.,"Cuando nazca mi nieto, me mudaré al pueblo de mi hija. "
,,A',,
S-SS-SL-02-0276,276,A,내가 음식을 하는 동안 너는 상을 차리렴.,"Mientras yo hago la comida, tú pones la mesa. "
,,A',,
S-SS-SL-02-0277,277,A,멕시코에서 스페인어를 배우면서 다양한 나라에서 온 사람들을 알게되네요.,"A medida que aprendo español en México, conozco a más personas de varios países. "
,,A',,
S-SS-SL-02-0278,278,A,그 단계의 끝에 다다르자 다른 복잡한 상황이 생겨났어요.,"Conforme se acerca el final de la etapa, aparece otra situación complicada."
,,A',,"A medida que se acerca el final de la etapa, aparece otra situación complicada."
S-SS-SL-02-0279,279,A,내 프로젝트를 끝내자마자 내 상사는 나에게 다른 새로운 프로젝트를 줬다.,"En cuanto terminé el proyecto, mi jefe me dio otro proyecto nuevo. "
,,A',,
S-SS-SL-02-0280,280,A,수업이 끝나자마자 나는 너랑 저녁먹으러 갈거야.,"Tan pronto como acabe la clase, iré a cenar contigo. "
,,A',,"En cuanto acabe la clase, iré a cenar contigo. "
S-SS-SL-02-0281,281,A,여기로 이사하자마자 새로운 직업을 찾아보렴.,Busca un nuevo trabajo apenas te mudes aquí.
,,A',,Busca un nuevo trabajo nada más mudarte aquí.
S-SS-SL-02-0282,282,A,한 아이디어가 발전해갈수록 사람들이 많은 관심을 기울이고 있습니다.,La gente presta mucha atención cada vez que una idea está siendo desarrollada.
,,A',,
S-SS-SL-02-0283,283,A,할머니가 꿈에 나올때마다 항상 기적적인 승리가 있었습니다.,Se lograban victorias milagrosas siempre que mi abuela se me aparecía en sueños.
,,A',,
S-SS-SL-02-0284,284,A,엄마가 돌아가신 뒤로부터 나는 우울증을 겪고있어요.,"Desde que murió mi madre, he sufrido de depresión. "
,,A',,
S-SS-SL-02-0285,285,A,그날 우리는 그 소식을 듣기 전까지 굉장히 행복했다.,"Ese día estábamos tan contentos, hasta que escuchamos esa noticia. "
,,A',,
S-SS-SL-02-0286,286,A,나는 설교를 듣는 그 순간마다 생각에 잠기는걸 좋아한다.,Me gusta pensar en el momento en que se dio el sermón.
,,A',,
S-SS-SL-02-0287,287,A,내 남편이 손님들을 맞이하는 동안 나는 음식을 했어요.,Me encargo de la comida mientras que mi marido recibe a los invitados.
,,A',,Me encargo de la comida en tanto que mi marido recibe a los invitados.
S-SS-SL-02-0288,288,A,두명의 무장 강도가 광장에 난입한 순간에도 그 의원은 계속해서 말을 이어나갔습니다.,"El candidato seguía hablando, mientras tanto dos ladrones armados irrumpieron en la plaza."
,,A',,
S-SS-SL-02-0289,289,A,지진으로 인해 많은 집들이 무너짐과 동시에 또 많은 집들이 심각한 손상을 입었습니다.,Por el terremoto varias casas quedaron destruidas en tanto que otras sufrieron daños de gravedad variable.
,,A',,Por el terremoto varias casas quedaron destruidas mientras que otras sufrieron daños de gravedad variable.
S-SS-SL-02-0290,290,A,집에 도착하자마자 나는 신발을 벗어요.,"Nada más llegar a casa, me quito los zapatos. "
,,A',,"Al llegar a casa, me quito los zapatos. "
S-SS-SL-02-0291,291,A,노동법이 개정되자마자 많은 고용주들이 고소를 당했어요.,"Al modificar las leyes laborales, muchos empleadores fueron acusados. "
,,A',,
S-SS-SL-02-0292,292,A,약을 먹으면 너는 과자를 먹을 수 있어.,"Si tomas toda la medicina, puedes tomar galletas. "
,,A',,"Si te tomas toda la medicina, puedes tomar galletas. "
S-SS-SL-02-0293,293,A,시내에 가고 싶다면 2호선을 타세요.,"Si quieres ir al centro, coge el metro de la línea 2. "
,,A',,
S-SS-SL-02-0294,294,A,네가 더 준비를 했더라면 면접이 잘 끝냈을텐데.,"Si te prepararas más, terminaría bien la entrevista."
,,A',,
S-SS-SL-02-0295,295,A,네가 돈이 많았더라면 이 차를 살수 있었을텐데.,"Si tuvieras mucho dinero, podrías comprar este coche. "
,,A',,
S-SS-SL-02-0296,296,A,공룡이 살아있었다면 인류의 역사는 완전히 바뀌었을거에요.,"Si los dinosaurios hubieran seguido vivos, la historia humana habría cambiado totalmente. "
,,A',,
S-SS-SL-02-0297,297,A,만약 내가 그 행사에서 너를 알게되지 않았더라면 나는 지금 완전히 다른 삶을 살고 있었을거야.,"Si no te hubiera conocido en esa fiesta, viviría totalmente diferente en el presente. "
,,A',,
S-SS-SL-02-0298,298,A,엄마가 오면 우리 청소를 하고 아니면 더 놀자,"Que mi madre viene limpiamos, que no jugamos más. "
,,A',,
S-SS-SL-02-0299,299,A,그렇게 일을 한다면 너는 곧 승진할거야.,"Trabajando así, ascenderás pronto. "
,,A',,"Trabajando así, te ascenderán pronto. "
S-SS-SL-02-0300,300,A,신호를 지켰더라면 너는 사고를 당하지 않았을거야.,"De haber respetado el semáforo, no habrías tenido accidente. "
,,A',,
S-SS-SL-02-0301,301,A,네 병이 낫기만 한다면 돈은 문제가 아니다.,"El dinero no es un problema, siempre que mejores de la enfermedad. "
,,A',,
S-SS-SL-02-0302,302,A,12시 전에만 돌아온다면 네가 파티에 가는걸 허락해줄게.,Te dejaremos ir a esa fiesta siempre y cuando vuelvas a casa antes de las 12.
,,A',12시 전에만 돌아온다면 네가 파티에 가는걸 허락해줄게.,Te dejaremos ir a esa fiesta siempre que vuelvas a casa antes de las 12.
S-SS-SL-02-0303,303,A,네가 그걸 그에게 말하면 나는 너에게 비밀을 더 말하지 않을거야.,Como lo digas a él no voy a contarte más secretos.
,,A',,
S-SS-SL-02-0304,304,A,"추가수당을 더 주지 않는한, 우리는 더 일을 하지 않을거에요. ",No trabajaremos más a no ser que nos paguen estas horas extra.
,,A',,No trabajaremos más excepto que nos paguen estas horas extra.
S-SS-SL-02-0305,305,A,둘중 하나가 그 관계에서 고통받고 있다면 너네들은 커플이라고 할 수 없다.,No sois una pareja a menos que alguien sufra en la relación.
,,A',,
S-SS-SL-02-0306,306,A,예상치 못한 일이 발생하지 않는 한 내일 제안서를 제출하겠습니다.,"Presentaremos la propuesta mañana, excepto que surja algún imprevisto. "
,,A',,"Presentaremos la propuesta mañana, salvo que surja algún imprevisto. "
S-SS-SL-02-0307,307,A,스페인에서 더위를 견디지 못한다면 단 한순간도 좋지 않을거야.,No hay ningún momento ideal salvo que no pueda soportar el calor en España.
,,A',,
S-SS-SL-02-0308,308,A,여유를 가지는 대신 돈을 덜 버는 것을 택했어요.,Estoy dispuesto a ganar menos dinero a cambio de que haya paz.
,,A',,
S-SS-SL-02-0309,309,A,그들의 딸 방에 있는 것을 아무것도 건드리지 않는 조건으로 그들의 집을 우리에게 빌려줬어요.,Nos dejaron su casa a condición de que no toquemos nada de la habitación de su hija.
,,A',,
S-SS-SL-02-0310,310,A,"에볼라가 브라질에서 더 퍼지는 경우, 나는 내 나라로 돌아갈거에요. ","En el caso de que el virus Ébola se expanda más en Brasil, volveré a mi país. "
,,A',,
S-SS-SL-02-0311,311,A,그가 행동만 잘한다면 그에게 그걸 사줄거야.,Se lo compraba sólo si se había portado bien.
,,A',,
S-SS-SL-02-0312,312,A,집주인이 가격을 내리지만 않는다면 내 집은 더 많은 가치가 있을거에요.,Mi casa valdrá mucho menos si los precios de la propiedad caen.
,,A',,
S-SS-SL-02-0313,313,A,이것은 곧 제품의 하자가 있지 않는 이상 환불을 해드리지 않음을 의미합니다.,"Esto significa que no podemos aceptar devoluciones, excepto si hay defectos de producto. "
,,A',,
S-SS-SL-02-0314,314,A,어떤 루머에 관한 것만 아니라면 그가 좋아하는 것을 나도 좋아해.,"Lo que le gusta a él, me gusta a mí salvo si es de fútbol. "
,,A',,
S-SS-SL-02-0315,315,A,화낸다면 너는 아무것도 얻을 수 없을거야.,"Con enfadarte, no vas a conseguir nada. "
,,A',,"Si te enfadas, no vas a conseguir nada. "
S-SS-SL-02-0316,316,A,돈이 더 있다면 우리는 더 많은 가능성이 있을텐데,"Con más dinero, tendríamos más posibilidades. "
,,A',,
S-SS-SL-02-0317,317,A,그는 그녀가 조용히 있는 한 항상 그녀의 말에 동의했습니다.,Siempre le daba la razón con tal de que se callara.
,,A',,
S-SS-SL-02-0318,318,A,네가 행복하기만 하다면 나는 상관 없어.,"No me importa, con tal de que seas feliz."
,,A',,
S-SS-SL-02-0319,319,A,조금만 더 공부하면 너는 합격할텐데,A poco más que estudies aprobarás.
,,A',,
S-SS-SL-02-0320,320,A,그는 주유소에 들렀고 기름을 넣으려 했으나 실패했다.,Él se acercó a la gasolinera y trató de poner gasolina pero no pudo.
,,A',,Él pasó por la gasolinera y trató de poner gasolina pero no pudo.
S-SS-SL-02-0321,321,A,우리 아빠는 일을 하면서 공부도 하세요.,Mi padre es estudiante y trabaja.
,,A',,Mi padre estudia y trabaja.
S-SS-SL-02-0322,322,A,페퍼가 전화를 받지 않자 퓨리는 화가 많이 났다.,"Pepper no respondió a la llamada, de ahí que Fury se enfadara mucho. "
,,A',,
S-SS-SL-02-0323,323,A,엄마가 그 일을 그만두라고 해도 나는 계속 그 일을 한다.,"Aunque mi madre sigue diciéndome que deje el trabajo, sigo haciéndolo. "
,,A',,
S-SS-SL-02-0324,324,A,카페에 도착하거든 내 커피도 미리 주문해놔줘.,Al llegar a la cafetería pide mi café por favor.
,,A',,"Cuando llegues, vete pidiéndome un café. "
S-SS-SL-02-0325,325,A,서류를 모두 제출하지 않았으므로 당신은 합격하지 못했습니다.,"Como usted no ha presentado todos los documentos, no aprueba. "
,,A',,
S-SS-SL-02-0326,326,A,비가 많이 오다가 갑자기 해가 떴다.,Llovió mucho y de repente salió el sol.
,,A',,
S-SS-SL-02-0327,327,A,돈을 벌면 벌수록 불행해지는건 왜일까요?,¿Por qué se vuelve uno más miserable ganando más dinero?
,,A',,
S-SS-SL-02-0328,328,A,네가 뭘 하든지 상관 없는데 시끄럽게만 하지 마.,No me importa lo que hagas pero no hagas ruido.
,,A',,
S-SS-SL-02-0329,329,A,내 고양이 참치는 마치 그림자가 다가오듯 조용히 내게 왔다.,Mi gatito Chamchi se me acercó como si fuera una sombra.
,,A',,
S-SS-SL-02-0330,330,A,산삼이는 내 친구 고양이인데 나를 원수대하듯 대했다.,"Sansam, el gatito de mi amigo, me ha tratado como a su enemigo. "
,,A',,
S-SS-SL-02-0331,331,A,내 친구 고양이 점순이는 몇일 굶은듯이 밥을 먹었다.,"Jeomsun, la gatita de mi amiga, comió como si no hubiera comido durante unos días. "
,,A',,
S-SS-SL-02-0332,332,A,벨라는 돈을 물쓰듯 쓴다.,Bella gasta dinero como si fuera agua.
,,A',,
S-SS-SL-02-0333,333,A,매오는 스페인에 가느라고 프로젝트에 참여 못했어요.,Maeo no pudo participar en el proyecto porque se fue a España.
,,A',,
